CustomerId,Transaction_Frequency,Avg_Transaction_Amount,Total_Transaction_Volume,Transaction_Recency,Transaction_Amount_Variability,Avg_Transaction_Hour,Avg_Transaction_Day,Avg_Transaction_Month,Avg_Transaction_Year,RFMS_Score,Risk_Label,Recency_Bin,Frequency_Bin,Volume_Bin,Recency_WoE
CustomerId_1073,0.0,0.0471926931151273,0.5569435061855712,0.791208791208792,0.0050763086111176,0.7391304347826086,0.0666666666666666,1.0,0.0,0.3370380743485908,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1074,0.011002444987775,0.0474852993721944,0.5578274929328844,0.0549450549450547,0.0017089271288915,0.4810964083175803,0.5152173913043477,0.3478260869565217,0.673913043478251,0.1559437482164285,Bad,Very Recent,Very High,Very High,0.0020470829068577278
CustomerId_1078,0.0012224938875305,0.0474327185495939,0.5570390723204158,0.5164835164835182,0.0023041996154173,0.9130434782608696,0.9,1.0,0.0,0.2686862706728661,Good,Old,Low,Low,1.0
CustomerId_1079,0.0,0.0492975315404498,0.5570443815501294,0.4945054945054963,0.0050763086111176,0.7826086956521738,0.9666666666666668,1.0,0.0,0.2628874690139064,Good,Old,Very Low,Low,1.0
CustomerId_1080,0.0,0.0476358169941425,0.5569647431044256,0.329670329670332,0.0050763086111176,0.2608695652173913,0.4333333333333333,0.0,1.0,0.2216587681936894,Good,Old,Very Low,Low,1.0
CustomerId_1081,0.0002444987775061,0.0471649978726888,0.5569461608004279,0.1538461538461533,0.00010681641993,0.8260869565217391,0.65,0.0,1.0,0.17775920335602183,Bad,Recent,Very Low,Very Low,0.028199566160520606
CustomerId_1082,0.0009779951100244,0.047502879830438,0.5570390723204158,0.5164835164835182,0.0020199321102058,0.5652173913043478,0.9,1.0,0.0,0.26862514597848963,Good,Old,Low,Low,1.0
CustomerId_1083,0.0,0.0471373026302504,0.5569408515707144,0.3516483516483539,0.0050763086111176,0.7391304347826086,0.3666666666666667,0.0,1.0,0.22714730080476708,Good,Old,Very Low,Very Low,1.0
CustomerId_1084,0.0,0.0481897218429117,0.5569912892529935,0.780219780219781,0.0050763086111176,0.6956521739130435,0.1,1.0,0.0,0.33430276736819364,Good,Very Old,Very Low,Low,1.0
CustomerId_1085,0.0007334963325183,0.047162228348445,0.556953593722027,0.6373626373626387,0.0004584403452773,0.8695652173913043,0.5333333333333333,1.0,0.0,0.29876243185429596,Good,Very Old,Low,Very Low,1.0
CustomerId_1086,0.0075794621026894,0.0473504729112991,0.5573500657601193,0.0439560439560438,0.0012432298626091,0.4293478260869565,0.546875,0.0482954545454545,1.0,0.15222139295471313,Bad,Very Recent,Very High,High,0.0020470829068577278
CustomerId_1087,0.0019559902200488,0.047574272010946,0.5571505661444013,0.3626373626373649,0.0019527906151777,0.8309178743961352,0.6481481481481481,0.5555555555555555,0.4444444444443434,0.23043597975045374,Good,Old,High,High,1.0
CustomerId_1089,0.0369193154034229,0.047205557919651,0.5578389157406131,0.4065934065934087,0.0005121014168542,0.505720823798627,0.4618421052631579,0.965311004784689,0.0065789473683253,0.2503379094343612,Good,Old,Very High,Very High,1.0
CustomerId_1091,0.0002444987775061,0.0472480836000042,0.5569541246449984,0.2747252747252737,0.00021363283986,0.7826086956521738,0.6,0.0,1.0,0.20798097453694453,Bad,Recent,Very Low,Very Low,0.028199566160520606
CustomerId_1092,0.0036674816625916,0.0475319598349983,0.5572832968872411,0.208791208791208,0.0017528961805263,0.4945652173913043,0.75,0.375,0.625,0.19243549683526018,Bad,Recent,High,High,0.028199566160520606
CustomerId_1093,0.01320293398533,0.0471677573259354,0.5571644763262509,0.3626373626373649,0.0005779361340059,0.7217391304347827,0.4393939393939394,0.8099173553719008,0.1818181818182438,0.23325119323723645,Good,Old,Very High,High,1.0
CustomerId_1094,0.0014669926650366,0.0475956193279747,0.5571105345523608,0.2747252747252737,0.0027764871648595,0.6708074534161491,0.5714285714285714,0.0,1.0,0.2083257004856678,Good,Recent,Low,High,0.028199566160520606
CustomerId_1095,0.0024449877750611,0.0471310082569689,0.5569640794507114,0.1208791208791204,0.0002309827198547,0.4308300395256916,0.7121212121212122,0.0165289256198347,1.0,0.17007204702622322,Bad,Recent,High,Low,0.028199566160520606
CustomerId_1096,0.191442542787286,0.0473573421792374,0.5672870855535647,0.0659340659340657,0.005383632723915,0.459072759538598,0.902593537414966,0.0004638218923933,1.0,0.2061659235687291,Bad,Recent,Very High,Very High,0.028199566160520606
CustomerId_1098,0.0,0.0492975315404498,0.5570443815501294,0.0329670329670328,0.0050763086111176,0.4347826086956521,0.3,0.0909090909090909,1.0,0.14750285362929055,Bad,Very Recent,Very Low,Low,0.0020470829068577278
CustomerId_1099,0.0019559902200488,0.0471579817446044,0.5569710079954876,0.2637362637362628,0.0002549491124475,0.7198067632850242,0.3259259259259259,0.2222222222222222,0.7777777777778283,0.2056658154879498,Bad,Recent,High,Low,0.028199566160520606
CustomerId_11,0.0,0.0459741024478352,0.5568851046587217,0.9230769230769234,0.0050763086111176,0.6956521739130435,0.6666666666666666,0.9090909090909092,0.0,0.3699905069339112,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1101,0.0019559902200488,0.0478204519437322,0.5572567507386731,0.571428571428573,0.0017745676454845,0.4830917874396135,0.5222222222222223,1.0,0.0,0.28266032809682373,Good,Old,High,High,1.0
CustomerId_1102,0.0031784841075794,0.0475566877300327,0.5572567507386731,0.0549450549450547,0.0018640229581885,0.4285714285714286,0.3523809523809523,0.0584415584415584,1.0,0.1538450724478268,Bad,Very Recent,High,High,0.0020470829068577278
CustomerId_1103,0.0,0.050405341237988,0.5570974738472654,0.5274725274725292,0.0050763086111176,0.5652173913043478,0.8666666666666667,1.0,0.0,0.27114250032994863,Good,Old,Very Low,High,1.0
CustomerId_1104,0.002200488997555,0.0475250360243887,0.5571505661444013,0.0439560439560438,0.0028162106292967,0.8826086956521739,0.2066666666666666,0.0909090909090909,1.0,0.15082677477450002,Bad,Very Recent,High,High,0.0020470829068577278
CustomerId_1105,0.0,0.0471373026302504,0.5569408515707144,0.2967032967032992,0.0050763086111176,0.8695652173913043,0.5333333333333333,0.0,1.0,0.2134110370685034,Good,Old,Very Low,Very Low,1.0
CustomerId_1106,0.0,0.0481897218429117,0.5569912892529935,0.9670329670329672,0.0050763086111176,0.0434782608695652,0.5666666666666667,0.9090909090909092,0.0,0.3810060640714902,Good,Very Old,Very Low,Low,1.0
CustomerId_1108,0.0031784841075794,0.0474775584659228,0.5572036584415372,0.0219780219780219,0.0026410684580899,0.6459627329192547,0.4214285714285714,0.0519480519480519,1.0,0.14559004113178461,Bad,Very Recent,High,High,0.0020470829068577278
CustomerId_1109,0.0017114914425427,0.0476330474698987,0.5571495042984586,0.5164835164835182,0.0018712613203215,0.5217391304347826,0.9,1.0,0.0,0.2688361280561299,Good,Old,High,High,1.0
CustomerId_1111,0.0004889975550122,0.0470811736055751,0.5569380907712633,0.7582417582417591,0.0003021426003243,0.6956521739130435,0.1666666666666666,1.0,0.0,0.32891721164200866,Good,Very Old,Low,Very Low,1.0
CustomerId_1112,0.0012224938875305,0.0474511820445529,0.5570443815501294,0.1318681318681314,0.0018393940519736,0.6086956521739131,0.0,0.0909090909090909,1.0,0.1725337518264478,Bad,Recent,Low,Low,0.028199566160520606
CustomerId_1113,0.0053789731051344,0.0472249640932729,0.5570958810783513,0.7142857142857153,0.0009622391448503,0.6370510396975425,0.2101449275362318,1.0,0.0,0.31919014211730024,Good,Very Old,Very High,High,1.0
CustomerId_1114,0.0136919315403422,0.0471847732475528,0.5572191879384495,0.0,0.0002911954603182,0.467581998474447,0.4263157894736842,0.4561403508771929,0.5614035087719458,0.14272777986969792,Bad,Very Recent,Very High,High,0.0020470829068577278
CustomerId_1116,0.0017114914425427,0.04716444396784,0.5569698399649505,0.0439560439560438,0.0003139873290483,0.7554347826086957,0.4333333333333333,0.0227272727272727,1.0,0.15065934384088425,Bad,Very Recent,High,Low,0.0020470829068577278
CustomerId_1117,0.0,0.0475250360243887,0.5569594338747119,0.8021978021978029,0.0050763086111176,0.3043478260869565,0.0333333333333333,1.0,0.0,0.3397893090181287,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1118,0.0056234718826405,0.0474050233071554,0.557309843035809,0.0,0.0019374316996409,0.5380434782608695,0.3208333333333333,0.0492424242424242,1.0,0.14073332872961236,Bad,Very Recent,Very High,High,0.0020470829068577278
CustomerId_1119,0.0014669926650366,0.0471681630432532,0.5569671322577966,0.2857142857142847,0.0001239123088997,0.4037267080745342,0.3428571428571428,0.0,1.0,0.21103710265927947,Good,Old,Low,Low,1.0
CustomerId_1120,0.0002444987775061,0.0471904774957322,0.5569486030460962,0.6923076923076934,0.0004358109933145,0.1304347826086956,0.4,1.0,0.0,0.3123751985328239,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1121,0.0014669926650366,0.0472733578034779,0.5570024228138875,0.1758241758241752,0.0007336657692143,0.7701863354037267,0.861904761904762,0.0,1.0,0.1835733978257748,Bad,Recent,Low,Low,0.028199566160520606
CustomerId_1122,0.0,0.2520267061899405,0.5667602719260038,0.7032967032967044,0.0050763086111176,0.217391304347826,0.3333333333333333,1.0,0.0,0.31751424380567705,Good,Very Old,Very Low,Very High,1.0
CustomerId_1123,0.0,0.0471926931151273,0.5569435061855712,0.5164835164835182,0.0050763086111176,0.0869565217391304,0.9333333333333332,1.0,0.0,0.26835675566727235,Good,Old,Very Low,Very Low,1.0
CustomerId_1124,0.0012224938875305,0.0474327185495939,0.5570390723204158,0.3626373626373649,0.0023041996154173,0.6159420289855072,0.3333333333333333,0.0,1.0,0.2302247322113278,Good,Old,Low,Low,1.0
CustomerId_1125,0.0,0.0476358169941425,0.5569647431044256,0.340659340659343,0.0050763086111176,0.2608695652173913,0.4,0.0,1.0,0.22440602094094214,Good,Old,Very Low,Low,1.0
CustomerId_1127,0.00880195599022,0.0473577717304618,0.5574273628355194,0.0549450549450547,0.0008902198556072,0.5675675675675675,0.4378378378378378,0.2358722358722359,0.7837837837837469,0.15529359344269852,Bad,Very Recent,Very High,Very High,0.0020470829068577278
CustomerId_1129,0.0002444987775061,0.0471373026302504,0.5569435061855712,0.8241758241758248,0.0,0.3913043478260869,0.4833333333333333,0.9545454545454544,0.0,0.3453409572847255,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1130,0.0007334963325183,0.0471915853054297,0.5569592215055233,0.8571428571428577,0.0005538325792008,0.8260869565217391,0.8666666666666667,0.9090909090909092,0.0,0.35370889374522485,Good,Very Old,Low,Very Low,1.0
CustomerId_1131,0.0024449877750611,0.0472485871498667,0.5570260647076175,0.0109890109890109,0.0006631383085111,0.4743083003952568,0.5,0.4710743801652892,0.5454545454545041,0.14261501586792238,Bad,Very Recent,High,Low,0.0020470829068577278
CustomerId_1134,0.0019559902200488,0.0471235165540143,0.5569561421522895,0.0109890109890109,0.0001301571213939,0.7294685990338164,0.6148148148148148,0.7272727272727273,0.2222222222221717,0.1424752858403373,Bad,Very Recent,High,Very Low,0.0020470829068577278
CustomerId_1135,0.0031784841075794,0.0476437299205535,0.5573151522655226,0.2637362637362628,0.0031866550840237,0.4161490683229813,0.5238095238095238,0.7142857142857143,0.2857142857142207,0.20605747502734123,Bad,Recent,High,High,0.028199566160520606
CustomerId_1137,0.0046454767726161,0.0475250360243887,0.557362935332945,0.5934065934065949,0.0026922734617996,0.5021739130434782,0.7983333333333333,0.9318181818181818,0.0,0.288853751378039,Good,Old,High,Very High,1.0
CustomerId_1140,0.0004889975550122,0.0472203883575657,0.5569581065672835,0.4945054945054963,0.0009876909521455,0.9130434782608696,0.9666666666666668,1.0,0.0,0.262988149656948,Good,Old,Low,Very Low,1.0
CustomerId_1141,0.0117359413202933,0.0474107846711947,0.5577105040561453,0.0989010989010985,0.0015340589181996,0.4826974267968056,0.4034013605442176,0.673469387755102,0.3061224489795222,0.16708688606938427,Bad,Recent,Very High,Very High,0.028199566160520606
CustomerId_1145,0.0007334963325183,0.0473450169485388,0.5569886346381366,0.4285714285714306,0.0005702436370973,0.5108695652173912,0.775,0.75,0.25,0.24657338988552138,Good,Old,Low,Low,1.0
CustomerId_1146,0.0012224938875305,0.0474327185495939,0.5570390723204158,0.5164835164835182,0.0023041996154173,0.6086956521739131,0.9,1.0,0.0,0.2686862706728661,Good,Old,Low,Low,1.0
CustomerId_1147,0.0041564792176039,0.047574272010946,0.557362935332945,0.1318681318681314,0.0017653827563763,0.4347826086956521,0.3462962962962963,0.0202020202020202,1.0,0.17334688660467007,Bad,Recent,High,Very High,0.028199566160520606
CustomerId_1150,0.0002444987775061,0.0471926931151273,0.5569488154152847,0.8131868131868139,0.0,0.7826086956521738,0.0,1.0,0.0,0.34259503184490114,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1153,0.0,0.0474142550546349,0.5569541246449984,0.6373626373626387,0.0050763086111176,0.5217391304347826,0.5333333333333333,1.0,0.0,0.2985791905019093,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1154,0.0019559902200488,0.0471493039019737,0.5569672649885394,0.0109890109890109,0.0002558582159395,0.6086956521739131,0.4444444444444445,0.2727272727272727,0.7777777777778283,0.1424780665493998,Bad,Very Recent,High,Low,0.0020470829068577278
CustomerId_1156,0.0897310513447432,0.0475299200201857,0.5648395200371391,0.0219780219780219,0.0024535585335658,0.527882797731569,0.4867753623188405,0.5279150197628458,0.4728260869565019,0.16913714833997606,Bad,Very Recent,Very High,Very High,0.0020470829068577278
CustomerId_1158,0.0017114914425427,0.0474973407819503,0.5570974738472654,0.978021978021978,0.0021432754300131,0.6086956521739131,0.5,0.9090909090909092,0.0,0.38420773582794654,Good,Very Old,High,High,1.0
CustomerId_1159,0.0009779951100244,0.0475250360243887,0.5570443815501294,0.0549450549450547,0.0020379274065253,0.6086956521739131,0.2333333333333333,0.0909090909090909,1.0,0.15324185790130213,Bad,Very Recent,Low,Low,0.0020470829068577278
CustomerId_1160,0.0034229828850855,0.0474429842527911,0.5571977651965551,0.0,0.0020937003817678,0.5855072463768116,0.4022222222222222,0.0545454545454545,1.0,0.14015518702041013,Bad,Very Recent,High,High,0.0020470829068577278
CustomerId_1161,0.0,0.047358864569758,0.5569514700301416,0.2747252747252737,0.0050763086111176,0.7391304347826086,0.6,0.0,1.0,0.2079191861888538,Bad,Recent,Very Low,Very Low,0.028199566160520606
CustomerId_1162,0.0014669926650366,0.0471525745782236,0.5569619026665288,0.0549450549450547,0.0003554252313697,0.577639751552795,0.2142857142857143,0.0909090909090909,1.0,0.15334348756915503,Bad,Very Recent,Low,Low,0.0020470829068577278
CustomerId_1163,0.0031784841075794,0.0474775584659228,0.5572036584415372,0.0,0.0022065420152203,0.4875776397515527,0.4166666666666667,0.0519480519480519,1.0,0.14009553563727914,Bad,Very Recent,High,High,0.0020470829068577278
CustomerId_1164,0.0012224938875305,0.0474327185495939,0.5570390723204158,0.7472527472527482,0.0023041996154173,0.7826086956521738,0.2,1.0,0.0,0.3263785783651736,Good,Very Old,Low,Low,1.0
CustomerId_1165,0.0009779951100244,0.0482783466187147,0.5572248953603915,0.3846153846153868,0.0043854612640377,0.408695652173913,0.1466666666666667,0.0,1.0,0.23570456877145068,Good,Old,Low,High,1.0
CustomerId_1169,0.0004889975550122,0.0470800657958776,0.5569379314943719,0.0439560439560438,0.0003022483176415,0.3333333333333333,0.2666666666666666,0.0909090909090909,1.0,0.15034574325135697,Bad,Very Recent,Low,Very Low,0.0020470829068577278
CustomerId_1170,0.0041564792176039,0.0477408988984524,0.5575066774182108,0.1098901098901095,0.0042603388793327,0.5314009661835748,0.4314814814814814,0.8383838383838383,0.1111111111110858,0.16788831663148104,Bad,Recent,High,Very High,0.028199566160520606
CustomerId_1171,0.0012224938875305,0.0471543813630874,0.5569590356824834,0.4835164835164853,0.0004150863721921,0.4057971014492754,0.6666666666666666,1.0,0.0,0.2604245032716248,Good,Old,Low,Very Low,1.0
CustomerId_1172,0.0202933985330073,0.0473928370048362,0.5581898993603652,0.1538461538461533,0.001334775889957,0.4953416149068322,0.6535714285714286,0.0,1.0,0.18308236293488145,Bad,Recent,Very High,Very High,0.028199566160520606
CustomerId_1174,0.0,0.0471926931151273,0.5569435061855712,0.989010989010989,0.0050763086111176,0.9130434782608696,0.4666666666666667,0.9090909090909092,0.0,0.38648862379914006,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1175,0.0586797066014669,0.0511926227477382,0.6044170587886759,0.0109890109890109,0.108585652120002,0.4304528233808407,0.3688796680497925,0.0577140701622029,1.0,0.16852144409478842,Bad,Very Recent,Very High,Very High,0.0020470829068577278
CustomerId_1177,0.0007334963325183,0.0478816953565112,0.5570915168915267,0.0439560439560438,0.0037581012737002,0.8260869565217391,0.2666666666666666,0.0909090909090909,1.0,0.1504452642950222,Bad,Very Recent,Low,High,0.0020470829068577278
